StudentID,Age,Gender,Ethnicity,SocioeconomicStatus,PreviousGrades,GPA,TestScores,DaysPresent,DaysAbsent,Punctuality,ExtracurricularActivities,ParentalEducation,HouseholdIncome,DisciplinaryActions,Suspensions,Tutoring,Counseling,Mentorship,CommuteTime,TransportationAvailability,SocialNetwork
173,19,Female,Hispanic,Low,77.76510853,2.781187215,60.38917105,168,12,0.989430587,Yes,Associate Degree,50985,2,Yes,No,No,Yes,56,Yes,0.934911795
174,21,Male,Hispanic,Medium,99.79431892,2.138656661,79.38485091,166,14,0.881292544,No,PhD,48287,3,No,Yes,No,No,20,Yes,0.15531302
175,22,Female,Hispanic,Medium,81.81524485,3.27664448,55.6182241,154,26,0.954367207,No,Master's Degre,93527,3,Yes,Yes,Yes,Yes,51,No,0.033875464
176,20,Male,Black,Medium,63.52806815,3.466007239,66.59932357,156,24,0.896775453,No,Associate Degree,35439,3,No,No,No,Yes,11,No,0.989841382
177,24,Male,Black,Low,84.27509366,3.352250795,89.0816279,167,13,0.979506465,No,Master's Degre,62235,2,Yes,No,No,No,35,Yes,0.482251592
178,24,Female,Asian,High,66.06337171,2.276870987,71.85257609,170,10,0.981552249,No,PhD,47659,1,No,No,No,No,13,Yes,0.572075404
179,18,Male,Hispanic,High,61.23750579,3.157680336,81.38727074,171,9,0.817483362,No,Master's Degre,44976,2,Yes,No,Yes,No,26,No,0.615904734
180,21,Male,White,Low,98.82968615,3.138968968,82.37289704,176,4,0.987298666,No,Bachelor's Degree,87865,0,Yes,No,No,No,26,No,0.789668463
181,22,Male,Black,Medium,90.94155566,3.736821576,92.1877522,156,24,0.965106968,No,PhD,88306,1,No,Yes,No,Yes,37,No,0.811987969
182,21,Male,Hispanic,Low,99.2043597,2.758255317,66.24613972,166,14,0.958262143,Yes,Master's Degre,76697,3,Yes,Yes,Yes,No,39,Yes,0.193925224
183,23,Female,Hispanic,Low,79.11513792,2.742971887,84.36477813,156,24,0.840182268,Yes,High School,90382,4,No,Yes,Yes,No,49,No,0.236636741
184,22,Male,Black,Low,81.29030125,3.237054117,98.08079035,153,27,0.961023842,Yes,Master's Degre,36651,1,No,No,Yes,No,32,No,0.876833029
185,24,Female,Asian,Medium,66.73347824,3.266145307,86.51216672,157,23,0.970026547,Yes,Bachelor's Degree,69044,3,Yes,No,Yes,No,55,Yes,0.819517605
186,24,Female,Black,Low,69.87629707,2.938570455,74.49352384,162,18,0.857830067,No,Associate Degree,34633,1,Yes,Yes,Yes,Yes,33,Yes,0.617619382
187,22,Male,Black,Medium,93.5419686,2.886118725,81.53587222,153,27,0.990452016,Yes,Associate Degree,99164,1,No,Yes,Yes,No,38,No,0.994699159
188,24,Female,White,Low,74.24742588,2.988295341,86.98414489,155,25,0.809972029,No,Associate Degree,20569,2,No,Yes,No,No,13,Yes,0.735183944
189,20,Female,White,High,93.07259895,3.722090599,80.61378828,174,6,0.829981851,Yes,High School,79900,0,No,Yes,No,No,47,No,0.215836768
190,22,Female,Asian,Low,88.36054897,2.922333803,50.83379067,154,26,0.907516228,No,Bachelor's Degree,87509,4,Yes,No,No,No,38,No,0.846644064
191,21,Male,Hispanic,Low,67.08683701,3.879863584,59.73867488,179,1,0.915158494,No,PhD,53038,3,No,Yes,No,Yes,28,Yes,0.414732636
192,22,Female,Black,High,80.29785464,3.008007527,90.52341086,161,19,0.929030017,Yes,Associate Degree,69088,1,Yes,No,Yes,No,36,Yes,0.036152661
193,24,Female,Asian,Medium,87.09549286,3.898401386,63.63253237,153,27,0.803393826,Yes,Bachelor's Degree,93177,4,Yes,Yes,No,No,38,No,0.321421278
194,20,Female,White,Medium,69.40148859,3.665663804,86.57810598,173,7,0.992073355,No,Master's Degre,94466,1,No,No,Yes,No,45,Yes,0.763551234
195,20,Male,Black,Low,93.22754042,2.724862645,68.60601076,178,2,0.808917619,No,High School,92216,0,No,No,Yes,Yes,44,Yes,0.960206207
196,23,Female,Hispanic,High,81.7931063,3.727282843,76.09421641,158,22,0.828612391,No,Bachelor's Degree,86793,4,Yes,No,No,No,15,Yes,0.276136416
197,21,Male,White,Medium,66.60968202,2.220126568,53.39866499,153,27,0.802802904,Yes,Bachelor's Degree,93786,3,Yes,No,No,No,32,Yes,0.246516324
198,19,Male,White,Low,83.31937705,3.850094351,59.06127805,168,12,0.913371687,Yes,PhD,58138,1,Yes,Yes,Yes,Yes,48,Yes,0.563616586
199,19,Male,White,High,99.98855217,3.26328703,97.85984818,173,7,0.986453377,No,Bachelor's Degree,83310,0,Yes,Yes,Yes,No,55,Yes,0.8116839
200,22,Male,Asian,Medium,66.02085967,2.108781497,94.50690267,163,17,0.933189433,Yes,PhD,48757,4,No,Yes,Yes,Yes,53,Yes,0.746525682
201,23,Male,Hispanic,Medium,92.6702772,3.288513447,82.61375554,154,26,0.964531494,No,High School,90394,1,Yes,No,Yes,Yes,57,No,0.559958903
202,18,Male,Black,High,68.29236013,3.948495308,72.98222987,167,13,0.802656241,Yes,High School,99027,1,No,Yes,No,No,17,Yes,0.631389682
203,22,Female,Asian,High,91.29553318,2.139601309,83.78806464,159,21,0.90840306,Yes,Master's Degre,76151,3,No,Yes,Yes,No,11,No,0.242098957
204,23,Male,Asian,High,89.38311692,3.10937542,80.93051445,174,6,0.891912596,Yes,PhD,69272,0,No,Yes,No,Yes,22,Yes,0.432574265
205,21,Female,Asian,High,72.01957542,3.4955887,78.42761278,168,12,0.899793589,Yes,PhD,26908,2,Yes,No,Yes,Yes,49,No,0.255365627
206,21,Female,White,Low,73.0329247,3.620517173,52.95885359,161,19,0.814442637,Yes,Associate Degree,30844,1,Yes,No,Yes,No,30,Yes,0.884417975
207,21,Male,Hispanic,High,91.70085568,2.827654931,81.64013053,167,13,0.936887072,No,Associate Degree,71455,4,No,No,Yes,Yes,40,No,0.112554507
208,21,Female,Asian,Medium,78.45782048,2.408333118,88.44600223,166,14,0.900644083,No,Master's Degre,88447,3,No,Yes,No,Yes,57,Yes,0.679740558
209,21,Female,Black,Medium,89.23272115,2.084684558,99.70408273,179,1,0.95302977,Yes,High School,94527,3,No,Yes,Yes,No,45,No,0.260283197
210,23,Female,Hispanic,Low,65.91936589,3.159452314,50.55392763,173,7,0.897058127,No,Associate Degree,97108,1,No,Yes,No,Yes,57,Yes,0.47557741
211,23,Female,Black,Medium,94.10231128,2.905822141,86.50867267,160,20,0.829876327,No,Bachelor's Degree,63066,1,Yes,No,No,Yes,47,Yes,0.29941278
212,20,Male,Hispanic,Medium,88.43538867,3.89748879,78.5894658,152,28,0.929651391,Yes,High School,60004,1,No,Yes,No,Yes,36,No,0.323245317
213,19,Female,Black,High,96.27771235,2.121209815,71.7026088,172,8,0.834477272,No,Bachelor's Degree,58333,2,Yes,No,Yes,Yes,45,No,0.260393014
214,24,Male,White,Medium,65.29489516,3.370790687,56.37850873,166,14,0.974478913,Yes,PhD,59697,1,Yes,No,No,Yes,57,Yes,0.752792921
215,21,Female,Asian,Low,83.72058001,2.049932444,70.45425743,150,30,0.922623248,No,High School,37634,0,Yes,No,No,Yes,32,No,0.365715857
216,18,Female,Black,High,83.9648234,2.342868353,67.71885915,164,16,0.831440777,No,Master's Degre,44561,4,Yes,No,Yes,No,30,No,0.726357018
217,24,Male,Hispanic,High,74.13842962,2.907158,65.14149445,177,3,0.992467611,No,PhD,38033,1,No,Yes,Yes,Yes,22,Yes,0.45606993
218,23,Female,Asian,Low,78.33865698,2.909744886,86.54398117,158,22,0.903673093,No,PhD,92887,2,Yes,Yes,No,No,46,No,0.547246042
219,18,Female,Asian,High,61.51926253,3.371401086,85.03627606,164,16,0.81457969,No,Bachelor's Degree,75063,4,No,No,No,No,56,Yes,0.543287476
220,18,Female,Hispanic,High,89.83440155,3.82042607,79.45100455,177,3,0.925366581,No,PhD,45921,3,Yes,Yes,Yes,No,35,No,0.975852079
221,18,Male,Black,Low,81.97289918,3.278064318,96.93324066,173,7,0.850639781,No,Associate Degree,39340,1,No,No,No,No,49,Yes,0.367062456
222,20,Female,White,High,62.30964207,3.907070196,67.49271921,177,3,0.96073869,Yes,High School,82781,4,No,Yes,No,No,16,No,0.207684095
223,23,Male,White,Low,87.23023572,3.76323128,62.19009689,178,2,0.963564415,Yes,Associate Degree,34901,3,No,Yes,No,No,55,Yes,0.91179194
224,18,Female,Black,Low,78.67128309,3.168999591,82.79516565,152,28,0.995789471,Yes,Bachelor's Degree,30638,2,No,No,Yes,No,48,Yes,0.174839289
225,21,Male,Asian,Medium,61.37845038,3.667583902,59.94070305,171,9,0.900373906,Yes,Bachelor's Degree,58596,0,No,No,No,No,31,No,0.834422846
226,22,Male,Asian,Medium,98.78430907,3.285155221,65.75052536,176,4,0.890991376,No,High School,64324,1,Yes,No,Yes,Yes,48,No,0.150214895
227,18,Female,Asian,High,97.96448572,2.157115662,61.230122,168,12,0.950695121,No,PhD,52642,0,No,No,Yes,No,32,Yes,0.658724334
228,20,Female,Asian,High,80.51609665,3.481129447,53.45767839,162,18,0.826494131,No,Master's Degre,45378,2,Yes,Yes,Yes,No,39,Yes,0.150540813
229,24,Male,Black,Low,63.74689683,2.189816883,91.37493708,161,19,0.909383103,Yes,Bachelor's Degree,70867,4,No,No,No,No,27,No,0.923085819
230,23,Male,Asian,High,90.18484886,3.188165561,62.72702715,169,11,0.90924952,Yes,High School,93686,4,Yes,Yes,Yes,Yes,51,No,0.565008283
231,20,Female,Hispanic,Low,79.677244,3.405280412,73.65137517,150,30,0.817894625,Yes,Master's Degre,62875,2,Yes,No,No,No,27,No,0.329273839
232,18,Male,Asian,Low,72.09789913,2.133055216,52.16576366,170,10,0.883596817,No,PhD,84377,2,Yes,Yes,Yes,Yes,55,No,0.140322775
233,23,Female,White,High,79.6567271,2.461589308,84.96697331,166,14,0.97065696,Yes,Bachelor's Degree,74691,1,No,No,No,No,19,No,0.371192236
234,22,Female,Asian,Low,80.89776582,3.831344465,66.52805012,162,18,0.971230724,No,High School,84303,3,Yes,Yes,No,No,48,No,0.705020035
235,18,Female,Black,Medium,82.50846796,3.232628984,87.23683639,150,30,0.819847533,Yes,High School,80839,0,No,Yes,No,Yes,39,Yes,0.384950884
236,20,Female,White,High,77.64894855,2.492572038,70.62015302,159,21,0.818144177,No,High School,69063,0,No,Yes,Yes,No,35,No,0.246094136
237,19,Male,Black,Medium,84.23021213,3.381359542,59.78778032,164,16,0.852539095,Yes,Bachelor's Degree,98343,4,Yes,No,No,Yes,16,No,0.577409448
238,21,Female,Black,High,96.74938842,3.19355284,75.65875411,176,4,0.974953213,No,Master's Degre,25492,4,Yes,No,No,Yes,16,No,0.417821853
239,24,Male,White,Low,74.49072348,3.0031514,56.52522798,176,4,0.825780517,Yes,High School,51357,1,No,No,Yes,No,14,No,0.165806236
240,20,Female,Black,High,89.02865853,3.95237395,72.02695799,179,1,0.943999361,Yes,PhD,91838,2,No,No,Yes,No,10,Yes,0.15398799
241,23,Male,Black,Medium,95.77810227,3.366907555,65.86527387,156,24,0.820233124,No,High School,52314,0,No,Yes,No,Yes,55,Yes,0.70746199
242,18,Female,Asian,Low,78.23917103,2.750882219,95.59797921,177,3,0.924627571,No,Master's Degre,68697,1,No,Yes,Yes,Yes,27,Yes,0.974671896
243,21,Male,Hispanic,High,77.73823346,3.600146864,53.04643609,171,9,0.87121346,Yes,Bachelor's Degree,90283,4,No,Yes,Yes,No,22,Yes,0.233094071
244,18,Male,Black,High,84.08467941,3.769166586,84.70087071,167,13,0.957782793,No,High School,79567,4,No,No,Yes,No,34,No,0.773148601
245,23,Female,Black,High,83.65627038,2.250441119,59.1375583,165,15,0.84673809,Yes,High School,67006,0,Yes,Yes,No,No,49,Yes,0.087606702
246,18,Female,Black,Medium,92.26357369,2.401105956,65.95225372,163,17,0.927840366,No,PhD,80011,4,No,Yes,Yes,Yes,17,No,0.381575919
247,19,Female,Asian,Medium,79.05933535,2.432454018,70.77570315,176,4,0.847136507,Yes,PhD,30686,4,No,No,No,No,19,No,0.506688153
248,21,Female,Hispanic,High,99.84491799,3.382423619,95.40075447,177,3,0.942732057,No,High School,57449,3,Yes,No,Yes,Yes,41,Yes,0.268746945
249,21,Male,White,Low,62.37886275,3.20607911,62.1289133,167,13,0.974735607,Yes,High School,81606,2,Yes,Yes,Yes,No,26,Yes,0.529578417
250,23,Female,Asian,Low,60.12671394,3.237983129,54.56544013,176,4,0.82536036,Yes,PhD,38891,4,Yes,No,No,Yes,47,No,0.882614428
251,24,Male,Asian,Medium,85.60793246,3.881546599,65.9344802,156,24,0.973319138,Yes,Master's Degre,72115,3,No,No,Yes,Yes,24,Yes,0.944437962
252,19,Male,Hispanic,Low,71.93739649,3.551823066,55.23379853,166,14,0.918715051,No,Associate Degree,80719,1,Yes,No,Yes,No,24,Yes,0.100556954
253,20,Female,Hispanic,Medium,69.61529555,2.255873849,56.4298243,178,2,0.825422098,Yes,Associate Degree,93030,4,Yes,No,Yes,Yes,57,No,0.271845934
254,18,Male,Asian,High,72.4759632,2.695014165,78.6925299,167,13,0.885508371,No,High School,56723,1,No,Yes,Yes,Yes,49,No,0.979133918
255,22,Male,White,Medium,70.2419026,2.870787292,53.04509665,161,19,0.832172059,No,PhD,49877,4,No,Yes,No,Yes,29,No,0.27041841
256,18,Male,Asian,Medium,61.23160199,2.791923177,51.54654407,157,23,0.940069578,No,Bachelor's Degree,34026,0,No,Yes,No,Yes,24,No,0.692707351
257,18,Male,Hispanic,High,98.8613217,3.338617218,85.72070507,171,9,0.951773627,Yes,Bachelor's Degree,40422,3,No,Yes,No,Yes,44,No,0.253453694
258,20,Female,White,Low,68.82981954,3.783786207,68.08235474,179,1,0.821159304,No,Associate Degree,29244,3,Yes,Yes,No,No,15,Yes,0.356365593
259,18,Female,Hispanic,Medium,89.3611905,2.612102927,56.26876746,151,29,0.901227971,No,Master's Degre,53481,0,No,No,No,No,39,No,0.191278988
260,19,Female,White,Medium,90.50385579,3.103754273,62.68063854,156,24,0.962925011,No,Associate Degree,78031,2,Yes,Yes,No,Yes,17,No,0.856300194
261,19,Female,Black,High,97.17029592,3.578818844,82.10432537,153,27,0.987232608,Yes,High School,28521,3,No,Yes,No,No,40,No,0.882648764
262,21,Male,Hispanic,Low,61.22197828,2.832436118,63.77682836,167,13,0.902703573,No,Master's Degre,21746,1,Yes,No,Yes,Yes,57,Yes,0.296912508
263,23,Male,Hispanic,Medium,94.88193354,2.336236257,74.72605626,177,3,0.990055845,No,Bachelor's Degree,88232,3,No,No,No,Yes,56,No,0.823589824
264,24,Female,Asian,High,81.08904723,2.949901931,56.08476534,155,25,0.907137794,No,PhD,32012,2,No,No,No,No,41,No,0.35824165
265,22,Female,Hispanic,Medium,85.3017644,2.110445041,79.40468188,176,4,0.878838099,No,PhD,43457,1,No,Yes,No,Yes,54,Yes,0.099019423
266,18,Female,Hispanic,High,85.77881108,3.884766908,65.80388419,158,22,0.969640626,Yes,High School,90572,1,Yes,No,Yes,Yes,24,No,0.758076397
267,18,Male,Black,Low,92.7919122,2.14964241,81.34842173,176,4,0.898596542,Yes,Associate Degree,49960,0,Yes,No,No,Yes,27,No,0.596446249
268,20,Female,Hispanic,Low,73.33629289,2.876913431,90.41974412,158,22,0.894380502,No,High School,27910,4,Yes,No,No,No,22,No,0.274382444
269,23,Female,Black,Low,89.32204759,3.059762522,80.58232097,163,17,0.898062498,No,PhD,22693,0,No,Yes,No,No,33,Yes,0.252999741
270,19,Female,Black,Low,81.14312439,3.970607665,64.78737813,157,23,0.969357,No,Bachelor's Degree,35858,4,Yes,No,Yes,Yes,49,Yes,0.97562337
271,22,Male,Black,Medium,91.73576057,2.332043647,62.78718508,168,12,0.966388308,No,PhD,48810,0,No,No,No,Yes,23,No,0.862501041
272,21,Male,Black,Medium,99.62184131,2.228863037,66.37104794,152,28,0.880703998,Yes,Master's Degre,40092,4,No,Yes,Yes,Yes,37,No,0.809798329
273,19,Male,White,Low,68.0260407,2.017412294,58.23102566,167,13,0.866659972,Yes,PhD,68700,3,No,No,Yes,Yes,20,No,0.128017709
274,23,Male,Asian,Low,99.78594566,2.311142874,59.05859254,154,26,0.898385605,Yes,PhD,78105,1,Yes,Yes,Yes,Yes,15,Yes,0.755187274
275,24,Male,White,Low,63.59248617,2.414545958,89.5345551,163,17,0.914554502,Yes,Master's Degre,50505,4,No,Yes,Yes,No,34,Yes,0.214540221
276,21,Male,Hispanic,Medium,60.09270192,3.261161883,69.23662883,177,3,0.847667442,No,Associate Degree,93228,3,Yes,No,No,No,10,Yes,0.977388943
277,24,Male,White,Low,61.76647745,2.439413581,71.79975903,179,1,0.958791017,No,PhD,48555,2,No,Yes,Yes,No,34,Yes,0.052089188
278,20,Male,White,Low,73.67129619,2.041041629,79.70247328,153,27,0.897296553,Yes,High School,91934,0,No,No,Yes,No,11,Yes,0.352138484
279,20,Female,Hispanic,Low,85.31625323,3.653236691,79.48267476,156,24,0.86680911,Yes,PhD,92788,2,No,No,No,Yes,41,Yes,0.428647841
280,18,Female,Hispanic,High,62.76118164,2.731191402,53.36884358,169,11,0.821364199,No,High School,97257,3,Yes,No,Yes,Yes,22,No,0.824202912
281,24,Male,Hispanic,Low,60.22663258,2.707393373,91.57703932,174,6,0.847769032,No,Master's Degre,37939,2,Yes,No,Yes,No,42,Yes,0.766222818
282,23,Male,White,High,97.48364114,2.604958058,58.86632766,177,3,0.989856234,No,PhD,31825,2,No,Yes,Yes,No,41,No,0.374992145
283,22,Female,White,High,92.87706544,3.950746554,86.1535818,161,19,0.861019937,No,Master's Degre,44151,3,Yes,No,Yes,Yes,33,Yes,0.565560293
284,21,Male,Hispanic,Low,92.36732685,2.340230835,88.63354941,151,29,0.833771858,No,Master's Degre,20036,1,Yes,No,Yes,No,36,No,0.835595164
285,19,Male,Asian,High,95.37697102,3.796476128,85.7449767,160,20,0.892134558,Yes,Associate Degree,59051,4,No,No,Yes,Yes,13,Yes,0.018199592
286,23,Male,Asian,Low,88.00137091,3.553606664,78.94888233,163,17,0.861417549,Yes,PhD,93596,0,No,Yes,No,Yes,33,No,0.8021781
287,23,Female,Black,Medium,64.17616519,2.152959911,50.73044986,171,9,0.80703185,No,High School,80071,4,Yes,Yes,No,Yes,32,No,0.946896025
288,20,Female,Hispanic,Medium,75.96400752,3.973458203,68.01877462,172,8,0.864629043,No,High School,93601,0,No,No,No,No,38,No,0.032064521
289,24,Female,Black,Medium,88.92597946,2.542731927,80.24197147,165,15,0.908821725,Yes,PhD,49873,4,No,Yes,No,No,43,Yes,0.045580987
290,18,Female,Asian,Medium,71.21337843,2.197165854,69.3725648,169,11,0.910342474,No,Associate Degree,56648,2,Yes,Yes,Yes,No,30,Yes,0.344514006
291,18,Female,Black,High,87.49625457,3.658628468,93.17399475,178,2,0.871311784,Yes,Associate Degree,91468,1,Yes,No,Yes,No,39,Yes,0.087769564
292,21,Male,Hispanic,Low,60.97993793,3.413351067,65.44011377,155,25,0.889460551,Yes,Associate Degree,46470,2,No,No,Yes,No,35,No,0.47927608
293,20,Female,Hispanic,Low,72.24549364,3.234437612,64.67673962,172,8,0.993103584,Yes,High School,85129,1,Yes,No,No,Yes,29,No,0.728710685
294,23,Male,Hispanic,Low,81.96521345,2.311961727,63.29988465,153,27,0.875469695,Yes,Master's Degre,28328,3,Yes,No,No,No,25,No,0.566899235
295,22,Male,White,Medium,85.28359318,2.956992233,66.63904345,164,16,0.851645363,No,Associate Degree,26333,0,No,No,Yes,Yes,12,Yes,0.196431909
296,20,Female,Black,Medium,83.08162658,3.561112054,77.87024822,173,7,0.848693409,No,High School,66638,0,No,Yes,Yes,Yes,58,Yes,0.6548113
297,21,Female,Asian,Low,87.91025104,2.607247876,85.35076471,174,6,0.891552923,Yes,High School,31268,3,No,No,No,Yes,46,No,0.684854479
298,21,Male,Asian,Medium,60.24354993,2.623379657,83.12839589,150,30,0.95190403,No,Master's Degre,90603,4,No,No,No,No,49,Yes,0.932445956
299,20,Male,Asian,Low,64.037648,2.006281812,90.385891,156,24,0.841197637,No,PhD,37045,3,Yes,No,No,No,53,Yes,0.146796897
300,21,Male,White,Low,94.75777009,2.348486803,94.29569977,174,6,0.941859225,No,PhD,60741,3,Yes,No,No,No,34,Yes,0.692336165
301,20,Female,White,Low,87.26994576,3.75081125,90.80395212,161,19,0.804229965,No,Associate Degree,62770,1,No,No,Yes,No,32,Yes,0.911427219
302,19,Female,Hispanic,Low,64.51726571,2.883492983,50.94727017,159,21,0.883786596,Yes,Associate Degree,27887,3,No,Yes,No,No,53,No,0.501564153
303,20,Female,Asian,Low,93.6829775,3.968468998,86.79589768,154,26,0.955173013,No,Master's Degre,44918,0,No,No,No,No,10,Yes,0.36179968
304,24,Female,White,Low,69.68924871,2.791415927,60.41997868,161,19,0.867746591,Yes,Associate Degree,55497,2,No,Yes,Yes,No,42,Yes,0.170749494
305,20,Female,Hispanic,Low,79.13039537,3.43037291,56.64640214,167,13,0.91274742,Yes,Master's Degre,81009,1,Yes,No,Yes,No,24,No,0.866786886
306,21,Male,Asian,Medium,65.80786052,2.563838086,81.92443924,159,21,0.840995847,No,High School,31929,1,Yes,No,Yes,Yes,26,No,0.394246375
307,24,Female,Black,Low,88.40440226,2.727619282,65.98715977,155,25,0.948399078,Yes,Associate Degree,81762,4,No,No,No,No,43,Yes,0.924882443
308,21,Male,Hispanic,Low,86.67417684,2.381451975,52.85585817,177,3,0.810455821,No,High School,99099,2,No,Yes,No,Yes,26,Yes,0.847758298
309,18,Male,White,Medium,68.44449885,2.694124737,56.88148672,161,19,0.970508529,No,Bachelor's Degree,48546,1,Yes,No,No,Yes,50,Yes,0.376639852
310,18,Male,White,Medium,94.53603067,3.094475041,50.04647084,156,24,0.839639277,Yes,Master's Degre,98424,3,Yes,No,No,Yes,53,Yes,0.573914309
311,24,Female,Hispanic,Medium,76.05224097,3.983545762,95.16118137,167,13,0.974879606,No,Bachelor's Degree,57338,1,Yes,No,Yes,Yes,13,No,0.027174036
312,19,Female,Hispanic,Low,71.70060364,3.328403426,51.23089919,151,29,0.870505848,Yes,Associate Degree,54283,1,Yes,No,Yes,No,22,No,0.263221403
313,18,Female,White,High,66.09318358,2.398491909,60.47278848,159,21,0.944536715,Yes,High School,98170,1,No,No,No,No,13,No,0.710272849
314,20,Male,Black,High,70.6467205,2.089922883,70.81313903,164,16,0.86384506,No,Associate Degree,66566,4,Yes,No,No,Yes,16,Yes,0.677910946
315,21,Male,Asian,Medium,60.88107685,2.252712963,67.8285663,179,1,0.981182334,No,Bachelor's Degree,48013,1,Yes,No,No,Yes,55,Yes,0.35336946
316,18,Male,Black,High,83.3302997,3.125110403,95.58629385,161,19,0.825327425,No,Associate Degree,72132,1,Yes,Yes,Yes,Yes,18,No,0.808608032
317,18,Male,Hispanic,Medium,93.68922985,3.530320658,52.01444729,175,5,0.835703958,Yes,PhD,48084,4,No,No,No,No,32,Yes,0.235836052
318,19,Male,Black,Low,81.95921798,3.880838415,75.61073538,166,14,0.898606025,No,Bachelor's Degree,41143,2,No,No,Yes,Yes,42,No,0.461270533
319,24,Male,White,High,68.77095848,2.031646344,84.02397313,153,27,0.816387688,Yes,Associate Degree,34179,0,Yes,No,No,Yes,42,No,0.472530635
320,24,Female,Hispanic,Low,61.34676713,3.045520283,96.58489868,156,24,0.839196037,Yes,High School,78726,4,Yes,Yes,Yes,No,29,No,0.340816769
321,23,Female,Asian,High,68.58512293,2.941734712,81.01856261,179,1,0.988753276,No,Associate Degree,30222,4,No,Yes,Yes,Yes,13,No,0.954666101
322,19,Female,White,Low,76.64485712,3.312110044,90.1877618,158,22,0.995297932,No,High School,79965,1,No,No,No,No,10,No,0.696684034
323,20,Female,White,High,90.38445715,3.119157709,54.18624689,168,12,0.875251866,No,PhD,84068,1,Yes,Yes,Yes,No,51,No,0.539199335
324,24,Male,Asian,Low,67.5137141,3.374078301,69.29697555,177,3,0.984657204,Yes,Associate Degree,43949,0,No,No,Yes,Yes,43,No,0.510515093
325,21,Male,Asian,Low,88.79165813,3.316165169,68.69735672,176,4,0.908964935,No,PhD,36116,1,Yes,No,No,Yes,36,Yes,0.159296092
326,19,Female,Black,High,94.67733873,2.23402345,94.31441082,172,8,0.853948493,Yes,Bachelor's Degree,71052,3,No,Yes,Yes,Yes,30,No,0.372186897
327,18,Male,Hispanic,Low,78.15787392,3.599435827,57.56855856,156,24,0.940479744,No,High School,71369,1,Yes,No,No,No,33,No,0.672773315
328,21,Female,Asian,Low,92.85727967,2.246465151,57.59430862,172,8,0.931780361,No,Bachelor's Degree,68817,1,Yes,Yes,Yes,No,24,Yes,0.92457022
329,21,Female,Asian,Low,82.18629392,3.39706125,66.42790749,151,29,0.997825064,Yes,High School,94311,3,No,Yes,Yes,No,44,No,0.816464059
330,18,Female,Hispanic,High,85.48363348,2.832290735,52.72330237,155,25,0.853009457,Yes,PhD,49655,0,Yes,Yes,Yes,Yes,34,Yes,0.300389804
331,19,Male,Asian,High,81.05113841,3.027701469,59.12290203,167,13,0.934411901,No,Master's Degre,77802,3,No,No,Yes,Yes,18,No,0.433956626
332,18,Female,Asian,Low,78.52690867,3.806596029,98.26048193,155,25,0.810404751,No,Associate Degree,67632,4,No,No,No,Yes,26,Yes,0.082917521
333,23,Female,Black,Low,69.38613767,3.779767453,71.40919699,162,18,0.822729208,No,PhD,34193,3,No,No,No,Yes,30,Yes,0.102172323
334,21,Female,White,High,72.12776238,3.635712611,81.60096042,175,5,0.800783675,No,High School,50776,2,Yes,No,No,Yes,22,Yes,0.470230387
335,22,Male,White,High,71.59880476,3.020296761,86.30556297,168,12,0.999892136,No,High School,63225,4,Yes,No,Yes,Yes,12,No,0.530219407
336,22,Male,White,Low,82.53155724,3.47247962,68.34807035,179,1,0.960454739,Yes,High School,80010,1,Yes,No,Yes,No,13,Yes,0.264027096
337,20,Female,White,Low,64.79814772,3.025794111,57.36135372,151,29,0.957344603,Yes,High School,85451,4,No,No,No,No,13,No,0.642782689
338,24,Male,Asian,Low,96.67166763,3.739212165,60.32905081,161,19,0.901945215,Yes,Associate Degree,68812,0,Yes,Yes,No,No,52,No,0.703380686
339,18,Male,Hispanic,Medium,88.82620581,2.805551666,65.66332383,164,16,0.860013417,Yes,Bachelor's Degree,38895,0,Yes,No,No,Yes,37,No,0.299116132
340,18,Male,Hispanic,High,76.05782524,3.940470689,81.80342102,163,17,0.830252857,No,Master's Degre,85782,3,Yes,No,No,No,16,No,0.758424726
341,20,Male,Black,Medium,66.34496578,3.864645516,69.91402745,155,25,0.856934948,Yes,Associate Degree,41209,4,Yes,No,Yes,No,35,No,0.205604919
342,20,Male,Black,High,95.27968679,3.483205239,50.3407349,167,13,0.875194244,Yes,High School,81807,1,No,Yes,No,No,20,No,0.544251377
343,20,Male,Asian,High,92.9511236,2.558831768,76.17035925,154,26,0.951262019,Yes,Associate Degree,43086,0,Yes,Yes,Yes,Yes,33,No,0.804281094
344,21,Male,Hispanic,High,88.86886211,2.263307178,96.0756696,167,13,0.907932358,No,PhD,47207,1,No,Yes,No,Yes,52,Yes,0.537009086
345,23,Male,Hispanic,High,70.8618819,3.7094069,90.60388055,152,28,0.815496725,Yes,High School,40897,2,No,No,Yes,No,19,No,0.907962719
346,18,Male,White,High,76.0978655,2.330604572,91.26056856,152,28,0.803605802,No,Master's Degre,83083,0,No,Yes,No,Yes,46,No,0.058501233
347,21,Male,Asian,High,64.1099301,3.708521578,89.75290088,171,9,0.820466436,Yes,High School,86957,3,No,Yes,No,Yes,22,Yes,0.588313845
348,20,Female,Asian,High,67.56158099,2.981530013,66.18654128,171,9,0.882099743,No,Master's Degre,98506,2,Yes,No,Yes,Yes,53,No,0.561755453
349,18,Female,White,Medium,91.32066549,2.813113568,88.25969169,159,21,0.986638583,Yes,Master's Degre,27283,4,Yes,No,Yes,Yes,51,Yes,0.660353329
